,ghi,dni,dhi,temp_air,wind_speed,mydatetime,myTZtimestamp,Rad1h,TTT,PPPP,FF,Rad1wh,Rad1Energy,mytimestamp,ACSim,CellTempSim,DCSim
2020-11-10 10:00:00+00:00,83.33340000000001,0.0,82.8354045893209,2.72,1.54,2020-11-10 10:00:00.000,2020-11-10 10:00:00,300.0,2.72,102990.0,1.54,83.33340000000001,717.0992403456,1604998800.0,645.812564899192,5.006474200545216,668.3378712188346
2020-11-10 11:00:00+00:00,97.2223,0.0,96.54447291324232,3.42,1.54,2020-11-10 11:00:00.000,2020-11-10 11:00:00,350.0,3.42,102960.0,1.54,97.2223,836.6157804032,1605002400.0,756.788911089819,6.084892058013231,779.7790549290722
2020-11-10 12:00:00+00:00,97.2223,0.0,96.54447291324232,4.02,1.54,2020-11-10 12:00:00.000,2020-11-10 12:00:00,350.0,4.02,102940.0,1.54,97.2223,836.6157804032,1605006000.0,755.0262445555442,6.68489205801323,777.9908809412473
2020-11-10 13:00:00+00:00,86.11118,0.0,85.57943156704152,4.52,1.54,2020-11-10 13:00:00.000,2020-11-10 13:00:00,310.0,4.52,102920.0,1.54,86.11118,741.00254835712,1605009600.0,663.7238952615593,6.882218598917816,686.2713944468044
2020-11-10 14:00:00+00:00,55.555600000000005,0.0,55.334268706364846,4.82,1.54,2020-11-10 14:00:00.000,2020-11-10 14:00:00,200.0,4.82,102910.0,1.54,55.555600000000005,478.06616023040004,1605013200.0,416.1391702388521,6.347357477646738,437.76965305425097
2020-11-10 15:00:00+00:00,22.222240000000003,0.0,22.222240000000003,4.72,1.54,2020-11-10 15:00:00.000,2020-11-10 15:00:00,80.0,4.72,102910.0,1.54,22.222240000000003,191.22646409216,1605016800.0,149.53830188622248,5.333376066218638,170.42832371957329
2020-11-10 16:00:00+00:00,2.7777800000000004,0.0,2.7777800000000004,4.52,1.54,2020-11-10 16:00:00.000,2020-11-10 16:00:00,10.0,4.52,102960.0,1.54,2.7777800000000004,23.90330801152,1605020400.0,-3.0,4.59667200827733,19.563718404396322
2020-11-10 17:00:00+00:00,0.0,0.0,0.0,4.12,1.54,2020-11-10 17:00:00.000,2020-11-10 17:00:00,0.0,4.12,103000.0,1.54,0.0,0.0,1605024000.0,-3.0,4.12,-0.0
2020-11-10 18:00:00+00:00,0.0,0.0,0.0,3.82,1.54,2020-11-10 18:00:00.000,2020-11-10 18:00:00,0.0,3.82,103010.0,1.54,0.0,0.0,1605027600.0,-3.0,3.82,-0.0
2020-11-10 19:00:00+00:00,0.0,0.0,0.0,3.62,1.03,2020-11-10 19:00:00.000,2020-11-10 19:00:00,0.0,3.62,103030.0,1.03,0.0,0.0,1605031200.0,-3.0,3.62,0.0
2020-11-10 20:00:00+00:00,0.0,0.0,0.0,3.72,1.03,2020-11-10 20:00:00.000,2020-11-10 20:00:00,0.0,3.72,103040.0,1.03,0.0,0.0,1605034800.0,-3.0,3.72,-0.0
2020-11-10 21:00:00+00:00,0.0,0.0,0.0,3.52,1.03,2020-11-10 21:00:00.000,2020-11-10 21:00:00,0.0,3.52,103050.0,1.03,0.0,0.0,1605038400.0,-3.0,3.52,0.0
2020-11-10 22:00:00+00:00,0.0,0.0,0.0,3.62,1.54,2020-11-10 22:00:00.000,2020-11-10 22:00:00,0.0,3.62,103060.0,1.54,0.0,0.0,1605042000.0,-3.0,3.62,0.0
2020-11-10 23:00:00+00:00,0.0,0.0,0.0,3.62,1.54,2020-11-10 23:00:00.000,2020-11-10 23:00:00,0.0,3.62,103080.0,1.54,0.0,0.0,1605045600.0,-3.0,3.62,0.0
2020-11-11 00:00:00+00:00,0.0,0.0,0.0,3.62,1.54,2020-11-11 00:00:00.000,2020-11-11 00:00:00,0.0,3.62,103040.0,1.54,0.0,0.0,1605049200.0,-3.0,3.62,0.0
2020-11-11 01:00:00+00:00,0.0,0.0,0.0,3.62,1.54,2020-11-11 01:00:00.000,2020-11-11 01:00:00,0.0,3.62,103050.0,1.54,0.0,0.0,1605052800.0,-3.0,3.62,0.0
2020-11-11 02:00:00+00:00,0.0,0.0,0.0,3.82,1.54,2020-11-11 02:00:00.000,2020-11-11 02:00:00,0.0,3.82,103030.0,1.54,0.0,0.0,1605056400.0,-3.0,3.82,-0.0
2020-11-11 03:00:00+00:00,0.0,0.0,0.0,4.02,1.54,2020-11-11 03:00:00.000,2020-11-11 03:00:00,0.0,4.02,103020.0,1.54,0.0,0.0,1605060000.0,-3.0,4.02,0.0
2020-11-11 04:00:00+00:00,0.0,0.0,0.0,4.12,1.54,2020-11-11 04:00:00.000,2020-11-11 04:00:00,0.0,4.12,103000.0,1.54,0.0,0.0,1605063600.0,-3.0,4.12,-0.0
2020-11-11 05:00:00+00:00,0.0,0.0,0.0,3.92,1.54,2020-11-11 05:00:00.000,2020-11-11 05:00:00,0.0,3.92,102980.0,1.54,0.0,0.0,1605067200.0,-3.0,3.92,0.0
2020-11-11 06:00:00+00:00,0.0,0.0,0.0,4.12,1.54,2020-11-11 06:00:00.000,2020-11-11 06:00:00,0.0,4.12,103000.0,1.54,0.0,0.0,1605070800.0,-3.0,4.12,-0.0
2020-11-11 07:00:00+00:00,0.0,0.0,0.0,4.22,1.54,2020-11-11 07:00:00.000,2020-11-11 07:00:00,0.0,4.22,102990.0,1.54,0.0,0.0,1605074400.0,-3.0,4.22,0.0
2020-11-11 08:00:00+00:00,13.888900000000001,0.0,13.875073406543159,4.42,1.54,2020-11-11 08:00:00.000,2020-11-11 08:00:00,50.0,4.42,103000.0,1.54,13.888900000000001,119.51654005760001,1605078000.0,83.92398810109219,4.802980055116588,104.63325954245042
2020-11-11 09:00:00+00:00,36.111140000000006,0.0,36.01767222823175,4.82,1.54,2020-11-11 09:00:00.000,2020-11-11 09:00:00,130.0,4.82,102960.0,1.54,36.111140000000006,310.74300414976005,1605081600.0,259.79006714621175,5.8141674004196755,280.9672711551058
2020-11-11 10:00:00+00:00,61.111160000000005,0.0,60.84347715067554,5.22,2.06,2020-11-11 10:00:00.000,2020-11-11 10:00:00,220.0,5.22,102930.0,2.06,61.111160000000005,525.8727762534401,1605085200.0,460.32192095217,6.841991470966702,482.08841070471
2020-11-11 11:00:00+00:00,83.33340000000001,0.0,82.8356426355537,5.52,2.06,2020-11-11 11:00:00.000,2020-11-11 11:00:00,300.0,5.52,102890.0,2.06,83.33340000000001,717.0992403456,1605088800.0,638.9229543965489,7.728283439677824,661.3406509485933
2020-11-11 12:00:00+00:00,100.00008000000001,0.0,99.28330939519732,6.02,2.06,2020-11-11 12:00:00.000,2020-11-11 12:00:00,360.0,6.02,102830.0,2.06,100.00008000000001,860.51908841472,1605092400.0,771.7605141236874,8.666769327137024,794.7455568454534
2020-11-11 13:00:00+00:00,86.11118,0.0,85.579685747519,6.12,2.06,2020-11-11 13:00:00.000,2020-11-11 13:00:00,310.0,6.12,102780.0,2.06,86.11118,741.00254835712,1605096000.0,659.7546301900904,8.4014378190802,682.2402957461975
2020-11-11 14:00:00+00:00,55.555600000000005,0.0,55.33437450469053,6.22,1.54,2020-11-11 14:00:00.000,2020-11-11 14:00:00,200.0,6.22,102760.0,1.54,55.555600000000005,478.06616023040004,1605099600.0,413.7445930435787,7.747360385225621,435.32840955052814
2020-11-11 15:00:00+00:00,22.222240000000003,0.0,22.222240000000003,6.02,1.54,2020-11-11 15:00:00.000,2020-11-11 15:00:00,80.0,6.02,102730.0,1.54,22.222240000000003,191.22646409216,1605103200.0,148.63270587362845,6.633376066218638,169.4872223063214
2020-11-11 16:00:00+00:00,2.7777800000000004,0.0,2.7777800000000004,5.82,1.54,2020-11-11 16:00:00.000,2020-11-11 16:00:00,10.0,5.82,102740.0,1.54,2.7777800000000004,23.90330801152,1605106800.0,-3.0,5.8966720082773305,19.43751310861323
2020-11-11 17:00:00+00:00,0.0,0.0,0.0,5.72,1.54,2020-11-11 17:00:00.000,2020-11-11 17:00:00,0.0,5.72,102740.0,1.54,0.0,0.0,1605110400.0,-3.0,5.72,0.0
2020-11-11 18:00:00+00:00,0.0,0.0,0.0,5.42,1.54,2020-11-11 18:00:00.000,2020-11-11 18:00:00,0.0,5.42,102740.0,1.54,0.0,0.0,1605114000.0,-3.0,5.42,0.0
2020-11-11 19:00:00+00:00,0.0,0.0,0.0,5.32,1.54,2020-11-11 19:00:00.000,2020-11-11 19:00:00,0.0,5.32,102750.0,1.54,0.0,0.0,1605117600.0,-3.0,5.32,0.0
2020-11-11 20:00:00+00:00,0.0,0.0,0.0,5.32,1.54,2020-11-11 20:00:00.000,2020-11-11 20:00:00,0.0,5.32,102730.0,1.54,0.0,0.0,1605121200.0,-3.0,5.32,0.0
2020-11-11 21:00:00+00:00,0.0,0.0,0.0,5.22,1.54,2020-11-11 21:00:00.000,2020-11-11 21:00:00,0.0,5.22,102720.0,1.54,0.0,0.0,1605124800.0,-3.0,5.22,0.0
2020-11-11 22:00:00+00:00,0.0,0.0,0.0,5.22,1.54,2020-11-11 22:00:00.000,2020-11-11 22:00:00,0.0,5.22,102700.0,1.54,0.0,0.0,1605128400.0,-3.0,5.22,0.0
2020-11-11 23:00:00+00:00,0.0,0.0,0.0,5.12,1.54,2020-11-11 23:00:00.000,2020-11-11 23:00:00,0.0,5.12,102680.0,1.54,0.0,0.0,1605132000.0,-3.0,5.12,0.0
2020-11-12 00:00:00+00:00,0.0,0.0,0.0,5.12,1.54,2020-11-12 00:00:00.000,2020-11-12 00:00:00,0.0,5.12,102650.0,1.54,0.0,0.0,1605135600.0,-3.0,5.12,0.0
2020-11-12 01:00:00+00:00,0.0,0.0,0.0,4.82,1.54,2020-11-12 01:00:00.000,2020-11-12 01:00:00,0.0,4.82,102630.0,1.54,0.0,0.0,1605139200.0,-3.0,4.82,0.0
2020-11-12 02:00:00+00:00,0.0,0.0,0.0,4.92,1.54,2020-11-12 02:00:00.000,2020-11-12 02:00:00,0.0,4.92,102610.0,1.54,0.0,0.0,1605142800.0,-3.0,4.92,0.0
2020-11-12 03:00:00+00:00,0.0,0.0,0.0,4.92,1.54,2020-11-12 03:00:00.000,2020-11-12 03:00:00,0.0,4.92,102570.0,1.54,0.0,0.0,1605146400.0,-3.0,4.92,0.0
2020-11-12 04:00:00+00:00,0.0,0.0,0.0,4.82,1.54,2020-11-12 04:00:00.000,2020-11-12 04:00:00,0.0,4.82,102560.0,1.54,0.0,0.0,1605150000.0,-3.0,4.82,0.0
2020-11-12 05:00:00+00:00,0.0,0.0,0.0,4.72,2.06,2020-11-12 05:00:00.000,2020-11-12 05:00:00,0.0,4.72,102530.0,2.06,0.0,0.0,1605153600.0,-3.0,4.72,0.0
2020-11-12 06:00:00+00:00,0.0,0.0,0.0,4.72,2.06,2020-11-12 06:00:00.000,2020-11-12 06:00:00,0.0,4.72,102520.0,2.06,0.0,0.0,1605157200.0,-3.0,4.72,0.0
2020-11-12 07:00:00+00:00,0.0,0.0,0.0,5.02,2.06,2020-11-12 07:00:00.000,2020-11-12 07:00:00,0.0,5.02,102520.0,2.06,0.0,0.0,1605160800.0,-3.0,5.02,0.0
2020-11-12 08:00:00+00:00,19.444460000000003,0.0,19.417372662892433,5.22,2.06,2020-11-12 08:00:00.000,2020-11-12 08:00:00,70.0,5.22,102520.0,2.06,19.444460000000003,167.32315608064002,1605164400.0,127.03889126204906,5.737629896023027,147.85437343323366
2020-11-12 09:00:00+00:00,55.555600000000005,0.0,55.33447888075452,5.82,2.57,2020-11-12 09:00:00.000,2020-11-12 09:00:00,200.0,5.82,102500.0,2.57,55.555600000000005,478.06616023040004,1605168000.0,414.6018721530379,7.2458377807466725,436.204164582524
2020-11-12 10:00:00+00:00,91.66674,0.0,91.06473775285416,6.52,2.57,2020-11-12 10:00:00.000,2020-11-12 10:00:00,330.0,6.52,102460.0,2.57,91.66674,788.80916438016,1605171600.0,703.5654105547363,8.866548074705912,726.2293064847537
2020-11-12 11:00:00+00:00,122.22232000000001,0.0,121.15209378285184,7.22,2.57,2020-11-12 11:00:00.000,2020-11-12 11:00:00,440.0,7.22,102410.0,2.57,122.22232000000001,1051.7455525068801,1605175200.0,946.2014195408133,10.341866468963058,970.0420230281907
2020-11-12 12:00:00+00:00,138.889,0.0,137.5069930047157,8.02,2.57,2020-11-12 12:00:00.000,2020-11-12 12:00:00,500.0,8.02,102350.0,2.57,138.889,1195.165400576,1605178800.0,1075.8259874877065,11.563320803174038,1100.3970968350586
2020-11-12 13:00:00+00:00,127.77788000000001,0.0,126.60814927919135,8.42,2.57,2020-11-12 13:00:00.000,2020-11-12 13:00:00,460.0,8.42,102310.0,2.57,127.77788000000001,1099.55216852992,1605182400.0,985.9711765574907,11.682464706493079,1009.9984951063975
2020-11-12 14:00:00+00:00,88.88896000000001,0.0,88.32288993473155,8.52,2.57,2020-11-12 14:00:00.000,2020-11-12 14:00:00,320.0,8.52,102290.0,2.57,88.88896000000001,764.90585636864,1605186000.0,675.8391306737848,10.795894395129359,698.3278073749832
2020-11-12 15:00:00+00:00,38.888920000000006,0.0,38.888920000000006,8.22,2.06,2020-11-12 15:00:00.000,2020-11-12 15:00:00,140.0,8.22,102280.0,2.06,38.888920000000006,334.64631216128004,1605189600.0,278.8425471781268,9.256697717220364,299.98161936519693
2020-11-12 16:00:00+00:00,5.555560000000001,0.0,5.555560000000001,7.92,2.06,2020-11-12 16:00:00.000,2020-11-12 16:00:00,20.0,7.92,102300.0,2.06,5.555560000000001,47.80661602304,1605193200.0,19.35165686054963,8.068099673888623,39.68282641276583
2020-11-12 17:00:00+00:00,0.0,0.0,0.0,7.52,2.06,2020-11-12 17:00:00.000,2020-11-12 17:00:00,0.0,7.52,102350.0,2.06,0.0,0.0,1605196800.0,-3.0,7.52,0.0
2020-11-12 18:00:00+00:00,0.0,0.0,0.0,7.22,1.54,2020-11-12 18:00:00.000,2020-11-12 18:00:00,0.0,7.22,102380.0,1.54,0.0,0.0,1605200400.0,-3.0,7.22,-0.0
2020-11-12 19:00:00+00:00,0.0,0.0,0.0,6.92,1.54,2020-11-12 19:00:00.000,2020-11-12 19:00:00,0.0,6.92,102410.0,1.54,0.0,0.0,1605204000.0,-3.0,6.92,0.0
2020-11-12 20:00:00+00:00,0.0,0.0,0.0,6.62,1.54,2020-11-12 20:00:00.000,2020-11-12 20:00:00,0.0,6.62,102430.0,1.54,0.0,0.0,1605207600.0,-3.0,6.62,0.0
2020-11-12 21:00:00+00:00,0.0,0.0,0.0,6.32,1.54,2020-11-12 21:00:00.000,2020-11-12 21:00:00,0.0,6.32,102430.0,1.54,0.0,0.0,1605211200.0,-3.0,6.32,0.0
2020-11-12 22:00:00+00:00,0.0,0.0,0.0,6.22,1.54,2020-11-12 22:00:00.000,2020-11-12 22:00:00,0.0,6.22,102450.0,1.54,0.0,0.0,1605214800.0,-3.0,6.22,-0.0
2020-11-12 23:00:00+00:00,0.0,0.0,0.0,6.12,1.54,2020-11-12 23:00:00.000,2020-11-12 23:00:00,0.0,6.12,102440.0,1.54,0.0,0.0,1605218400.0,-3.0,6.12,0.0
2020-11-13 00:00:00+00:00,0.0,0.0,0.0,5.82,1.54,2020-11-13 00:00:00.000,2020-11-13 00:00:00,0.0,5.82,102440.0,1.54,0.0,0.0,1605222000.0,-3.0,5.82,0.0
2020-11-13 01:00:00+00:00,0.0,0.0,0.0,5.42,1.54,2020-11-13 01:00:00.000,2020-11-13 01:00:00,0.0,5.42,102480.0,1.54,0.0,0.0,1605225600.0,-3.0,5.42,0.0
2020-11-13 02:00:00+00:00,0.0,0.0,0.0,5.12,1.54,2020-11-13 02:00:00.000,2020-11-13 02:00:00,0.0,5.12,102490.0,1.54,0.0,0.0,1605229200.0,-3.0,5.12,0.0
2020-11-13 03:00:00+00:00,0.0,0.0,0.0,4.82,1.54,2020-11-13 03:00:00.000,2020-11-13 03:00:00,0.0,4.82,102460.0,1.54,0.0,0.0,1605232800.0,-3.0,4.82,0.0
2020-11-13 04:00:00+00:00,0.0,0.0,0.0,4.72,1.54,2020-11-13 04:00:00.000,2020-11-13 04:00:00,0.0,4.72,102440.0,1.54,0.0,0.0,1605236400.0,-3.0,4.72,0.0
2020-11-13 05:00:00+00:00,0.0,0.0,0.0,4.62,1.54,2020-11-13 05:00:00.000,2020-11-13 05:00:00,0.0,4.62,102450.0,1.54,0.0,0.0,1605240000.0,-3.0,4.62,-0.0
2020-11-13 06:00:00+00:00,0.0,0.0,0.0,4.42,1.54,2020-11-13 06:00:00.000,2020-11-13 06:00:00,0.0,4.42,102470.0,1.54,0.0,0.0,1605243600.0,-3.0,4.42,0.0
2020-11-13 07:00:00+00:00,0.0,0.0,0.0,4.62,1.54,2020-11-13 07:00:00.000,2020-11-13 07:00:00,0.0,4.62,102470.0,1.54,0.0,0.0,1605247200.0,-3.0,4.62,-0.0
2020-11-13 08:00:00+00:00,19.444460000000003,0.0,19.41738527085603,5.02,2.06,2020-11-13 08:00:00.000,2020-11-13 08:00:00,70.0,5.02,102510.0,2.06,19.444460000000003,167.32315608064002,1605250800.0,127.16122961525984,5.537630230668477,147.9815411433587
2020-11-13 09:00:00+00:00,55.555600000000005,0.0,55.33458180290635,5.52,2.06,2020-11-13 09:00:00.000,2020-11-13 09:00:00,200.0,5.52,102500.0,2.06,55.555600000000005,478.06616023040004,1605254400.0,415.0330208023234,6.995130388341711,436.6424548030427
2020-11-13 10:00:00+00:00,105.55564000000001,0.0,104.75776430849191,6.62,2.06,2020-11-13 10:00:00.000,2020-11-13 10:00:00,380.0,6.62,102460.0,2.06,105.55564000000001,908.32570443776,1605258000.0,814.516129047196,9.412716278418124,837.6880960768169
2020-11-13 11:00:00+00:00,138.889,0.0,137.50763626816465,7.52,2.06,2020-11-13 11:00:00.000,2020-11-13 11:00:00,500.0,7.52,102420.0,2.06,138.889,1195.165400576,1605261600.0,1077.3979906370562,11.185827156312328,1101.988237013825
2020-11-13 12:00:00+00:00,147.22234,0.0,145.67023971090978,8.22,2.06,2020-11-13 12:00:00.000,2020-11-13 12:00:00,530.0,8.22,102350.0,2.06,147.22234,1266.87532461056,1605265200.0,1140.514261068171,12.103444911349623,1165.4757899933022
2020-11-13 13:00:00+00:00,138.889,0.0,137.50763626816465,8.52,2.06,2020-11-13 13:00:00.000,2020-11-13 13:00:00,500.0,8.52,102320.0,2.06,138.889,1195.165400576,1605268800.0,1073.2566572406306,12.185827156312328,1097.7915768411663
2020-11-13 14:00:00+00:00,97.2223,0.0,96.54543177140067,8.62,2.06,2020-11-13 14:00:00.000,2020-11-13 14:00:00,350.0,8.62,102300.0,2.06,97.2223,836.6157804032,1605272400.0,741.7779610289382,11.193778594508313,764.549309357266
2020-11-13 15:00:00+00:00,47.222260000000006,0.0,47.222260000000006,8.32,2.06,2020-11-13 15:00:00.000,2020-11-13 15:00:00,170.0,8.32,102320.0,2.06,47.222260000000006,406.35623619584004,1605276000.0,345.22218222595495,9.578847228053299,366.54482418334686
2020-11-13 16:00:00+00:00,5.555560000000001,0.0,5.555560000000001,7.52,1.54,2020-11-13 16:00:00.000,2020-11-13 16:00:00,20.0,7.52,102340.0,1.54,5.555560000000001,47.80661602304,1605279600.0,19.417239513381134,7.673344016554658,39.75785550773803
2020-11-13 17:00:00+00:00,0.0,0.0,0.0,7.02,1.54,2020-11-13 17:00:00.000,2020-11-13 17:00:00,0.0,7.02,102360.0,1.54,0.0,0.0,1605283200.0,-3.0,7.02,0.0
